source,collection_type,collection,title,file_path,width,height,original_width,original_height,source_url,download_url,artist,credit,license,usage_terms,license_url,attribution_required,copyrighted
openverse,query,cloud formation,Beautiful cloud formations,data/raw/images/web_sample/cloud_formation/357703ac-79c0-430c-bcbf-70ce2dfde5ee_Beautiful_cloud_formations.jpg,1024,768,1024,682,https://www.flickr.com/photos/34073237@N04/3593935008,https://live.staticflickr.com/3414/3593935008_af8185cec8_b.jpg,Christian Haugen,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud Formations,data/raw/images/web_sample/cloud_formation/4283723d-ddc4-4dcc-b8b2-0bd3292d01d6_Cloud_Formations.jpg,1024,768,1024,768,https://www.flickr.com/photos/14812197@N00/4782250356,https://live.staticflickr.com/4138/4782250356_bf4873530d_b.jpg,vxla,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Odd cloud formation,data/raw/images/web_sample/cloud_formation/2c3a09f7-7ace-4d36-809f-f26c2b4fe9bf_Odd_cloud_formation.jpg,1024,768,1024,768,https://www.flickr.com/photos/26209464@N00/11154511353,https://live.staticflickr.com/5519/11154511353_b7a76b02eb_b.jpg,simonov,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud formations after the storm,data/raw/images/web_sample/cloud_formation/43f3d099-9d64-4437-b910-338fafd9db90_Cloud_formations_after_the_storm.jpg,1024,768,1024,683,https://www.flickr.com/photos/63388652@N07/7588191454,https://live.staticflickr.com/7266/7588191454_992f1c382b_b.jpg,synestheticstrings,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud Formations - Hole in the Sky,data/raw/images/web_sample/cloud_formation/1b945151-ac7c-4c3c-b303-d14030106292_Cloud_Formations_-_Hole_in_the_Sky.jpg,1024,768,1024,768,https://www.flickr.com/photos/76771237@N00/3729233704,https://live.staticflickr.com/2648/3729233704_764099c6cc_b.jpg,MagicOlf,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud Formation,data/raw/images/web_sample/cloud_formation/c8acf6af-946c-4822-add5-a04e61405c33_Cloud_Formation.jpg,1024,768,1024,683,https://www.flickr.com/photos/124240658@N06/14655639194,https://live.staticflickr.com/3878/14655639194_4e98700d32_b.jpg,NiePhotography,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,2018-10-19 - Sunrise & early morning cloud formation - South Birmingham,data/raw/images/web_sample/cloud_formation/abf10bf7-e247-471b-8b1c-f48e4824c0de_2018-10-19_-_Sunrise_early_morning_cloud_formation_-_South_Birmingham.jpg,1024,768,1024,768,https://www.flickr.com/photos/53499099@N00/44513262215,https://live.staticflickr.com/1964/44513262215_b21d590ce4_b.jpg,CharmaineZoe's Marvelous Melange,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud Formations,data/raw/images/web_sample/cloud_formation/16a4c1c3-b55b-4430-8294-6cb7d11e7c5b_Cloud_Formations.jpg,1024,768,1024,681,https://www.flickr.com/photos/45488928@N00/859465014,https://live.staticflickr.com/1001/859465014_f485ed30a3_b.jpg,Cristiano Betta,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,2018-10-19 - Early morning cloud formation reflecting the sunrise - South Birmingham,data/raw/images/web_sample/cloud_formation/afc53b16-4000-4a94-b971-b7fd34675cdd_2018-10-19_-_Early_morning_cloud_formation_reflecting_the_sunrise_-_South_Birmingha.jpg,1024,768,1024,768,https://www.flickr.com/photos/53499099@N00/45376662712,https://live.staticflickr.com/1929/45376662712_1ce0e5911e_b.jpg,CharmaineZoe's Marvelous Melange,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,"Amazing cloud formation and sea - Pittenweem, Fife, Scotland",data/raw/images/web_sample/cloud_formation/eb7f2e6a-7442-4efe-a12f-4d4b15f9a5db_Amazing_cloud_formation_and_sea_-_Pittenweem_Fife_Scotland.jpg,1024,768,1024,768,https://www.flickr.com/photos/10978503@N00/15564333074,https://live.staticflickr.com/7489/15564333074_a490c1c337_b.jpg,Glen Bowman,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Interesting Cloud Formation,data/raw/images/web_sample/cloud_formation/13a08192-28da-4f78-94b0-c82c55d1e8aa_Interesting_Cloud_Formation.jpg,1024,768,1024,680,https://www.flickr.com/photos/14088796@N02/3002821224,https://live.staticflickr.com/3219/3002821224_dc47e03a43_b.jpg,Mr Phil Price,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,DSCF18Great cloud formations today 23-05-1440,data/raw/images/web_sample/cloud_formation/3602979e-fa09-45d5-9296-ef109c8b08e9_DSCF18Great_cloud_formations_today_23-05-1440.jpg,1024,768,1024,683,https://www.flickr.com/photos/37763646@N06/14249100744,https://live.staticflickr.com/2934/14249100744_1170d2bded_b.jpg,Francis Vallance (Heritage Warrior),flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
